0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
5.00, 0.98
5.00, 3.14
5.00, 4.52
5.00, 6.28
5.00, 6.48
5.00, 7.26
5.00, 7.46
5.00, 9.03
5.00, 9.82
5.00, 10.60
5.00, 9.82
5.00, 11.19
5.00, 11.58
5.00, 11.78
5.00, 11.98
5.00, 11.00
5.00, 12.17
5.00, 12.76
5.00, 12.76
5.00, 11.58
5.00, 13.16
5.00, 13.16
5.00, 13.35
5.00, 12.17
5.00, 13.55
5.00, 13.35
5.00, 13.55
5.00, 12.17
5.00, 13.74
5.00, 13.74
5.00, 13.74
5.00, 13.74
5.00, 12.37
5.00, 13.74
5.00, 13.94
5.00, 13.74
5.00, 12.57
5.00, 13.74
5.00, 13.94
5.00, 13.94
5.00, 12.37
5.00, 13.94
5.00, 13.94
5.00, 14.14
5.00, 13.74
5.00, 12.57
5.00, 13.94
5.00, 13.94
5.00, 13.74
5.00, 12.57
5.00, 13.74
5.00, 13.94
5.00, 13.94
5.00, 12.57
5.00, 13.94
5.00, 13.94
5.00, 13.94
5.00, 12.57
5.00, 13.94
5.00, 13.94
5.00, 14.14
5.00, 14.14
5.00, 12.57
5.00, 14.14
5.00, 13.94
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 13.94
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 13.94
5.00, 14.33
5.00, 12.57
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 13.94
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 13.94
5.00, 12.76
5.00, 14.33
5.00, 13.94
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.57
5.00, 14.14
5.00, 14.14
5.00, 13.94
5.00, 12.76
5.00, 13.94
5.00, 14.14
5.00, 14.14
5.00, 12.57
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 12.57
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 12.57
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 13.94
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.96
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.96
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.96
5.00, 14.14
5.00, 14.33
5.00, 14.33
5.00, 14.14
5.00, 12.96
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.33
5.00, 14.14
5.00, 12.96
5.00, 14.14
5.00, 14.33
5.00, 14.33
5.00, 12.76
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 14.33
5.00, 12.76
5.00, 14.33
5.00, 14.33
5.00, 14.14
5.00, 12.96
5.00, 14.14
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.14
5.00, 12.76
5.00, 14.14
5.00, 14.33
5.00, 14.14
5.00, 14.33
5.00, 12.57
5.00, 14.33
5.00, 14.33
5.00, 14.14
5.00, 12.96
5.00, 14.14
5.00, 14.14
5.00, 14.33
5.00, 12.76
5.00, 14.33
5.00, 14.14
5.00, 14.14
