0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
0.00, 0.000000, 0.000000
1.00, 0.000238, -0.001075
1.00, -0.000236, -0.007452
1.00, 0.000234, -0.007380
1.00, 0.000231, -0.011486
1.00, 0.000458, -0.010342
1.00, 0.000454, -0.008196
1.00, 0.000225, -0.007104
1.00, -0.000223, -0.007038
1.00, -0.000441, -0.007970
1.00, -0.000219, -0.008885
1.00, 0.000217, -0.008805
1.00, 0.000215, -0.010665
1.00, 0.000213, -0.010571
1.00, 0.000211, -0.010478
1.00, 0.000209, -0.010387
1.00, 0.000207, -0.010297
1.00, 0.000206, -0.012066
1.00, 0.000204, -0.011963
1.00, 0.000202, -0.011863
1.00, 0.000200, -0.009954
1.00, 0.000398, -0.012564
1.00, 0.000394, -0.012461
1.00, 0.000000, -0.012360
1.00, 0.000388, -0.010509
1.00, 0.000385, -0.013900
1.00, 0.000191, -0.012927
1.00, 0.000379, -0.011971
1.00, 0.000376, -0.011877
1.00, 0.000373, -0.011785
1.00, 0.000185, -0.012530
1.00, 0.000551, -0.012434
1.00, 0.000182, -0.012340
1.00, 0.000543, -0.010614
1.00, 0.000359, -0.012966
1.00, 0.000535, -0.012066
1.00, 0.000354, -0.012775
1.00, 0.000351, -0.011097
1.00, 0.000697, -0.012590
1.00, 0.000346, -0.012500
1.00, 0.000687, -0.012410
1.00, 0.000341, -0.010782
1.00, 0.000339, -0.010706
1.00, 0.000336, -0.012150
1.00, 0.000334, -0.012066
1.00, 0.000332, -0.011974
1.00, 0.000329, -0.010413
1.00, 0.000327, -0.011819
1.00, 0.000488, -0.011006
1.00, 0.000484, -0.010932
1.00, 0.000321, -0.010135
1.00, 0.000159, -0.010787
1.00, 0.000316, -0.011431
1.00, 0.000314, -0.011356
1.00, 0.000312, -0.009872
1.00, 0.000310, -0.011209
1.00, 0.000308, -0.011138
1.00, 0.000306, -0.009683
1.00, 0.000304, -0.009622
1.00, 0.000454, -0.010244
1.00, 0.000451, -0.010180
1.00, 0.000299, -0.009443
1.00, 0.000445, -0.010055
1.00, 0.000295, -0.009327
1.00, 0.000440, -0.009932
1.00, 0.000292, -0.010530
1.00, 0.000435, -0.009812
1.00, 0.000288, -0.009103
1.00, 0.000286, -0.010342
1.00, 0.000427, -0.009638
1.00, 0.000283, -0.010220
1.00, 0.000281, -0.008890
1.00, 0.000280, -0.008839
1.00, 0.000278, -0.010043
1.00, 0.000276, -0.009985
1.00, 0.000412, -0.008067
1.00, 0.000137, -0.009255
1.00, 0.000408, -0.009203
1.00, 0.000270, -0.009761
1.00, 0.000269, -0.008493
1.00, 0.000134, -0.007843
1.00, 0.000266, -0.009599
1.00, 0.000264, -0.009546
1.00, 0.000394, -0.008901
1.00, 0.000392, -0.008852
1.00, 0.000260, -0.009392
1.00, 0.000388, -0.008757
1.00, 0.000257, -0.009291
1.00, 0.000256, -0.008087
1.00, 0.000255, -0.009193
1.00, 0.000127, -0.008573
1.00, 0.000378, -0.008528
1.00, 0.000000, -0.007918
1.00, 0.000374, -0.008440
1.00, 0.000248, -0.007836
1.00, 0.000247, -0.008910
1.00, 0.000245, -0.008865
1.00, 0.000122, -0.007166
1.00, 0.000364, -0.008227
1.00, 0.000242, -0.008731
1.00, 0.000361, -0.008144
1.00, 0.000239, -0.007563
1.00, 0.000238, -0.008601
1.00, 0.000237, -0.008559
1.00, 0.000236, -0.008517
1.00, 0.000235, -0.007416
1.00, 0.000350, -0.007907
1.00, 0.000232, -0.008393
1.00, 0.000231, -0.008353
1.00, 0.000345, -0.007790
1.00, 0.000229, -0.007239
1.00, 0.000342, -0.007720
1.00, 0.000340, -0.007683
1.00, 0.000226, -0.008157
1.00, 0.000337, -0.006597
1.00, 0.000224, -0.008081
1.00, 0.000334, -0.007541
1.00, 0.000333, -0.007506
1.00, 0.000221, -0.006974
1.00, 0.000329, -0.007438
1.00, 0.000437, -0.007898
1.00, 0.000327, -0.007370
1.00, 0.000433, -0.006848
1.00, 0.000324, -0.007304
1.00, 0.000537, -0.007272
1.00, 0.000321, -0.007239
1.00, 0.000426, -0.007688
1.00, 0.000318, -0.006219
1.00, 0.000422, -0.007620
1.00, 0.000315, -0.007113
1.00, 0.000314, -0.007082
1.00, 0.000104, -0.006111
1.00, 0.000311, -0.007021
1.00, 0.000413, -0.006525
1.00, 0.000308, -0.006961
1.00, 0.000307, -0.006007
1.00, 0.000306, -0.006902
1.00, 0.000406, -0.007331
1.00, 0.000404, -0.006388
1.00, 0.000201, -0.006361
1.00, 0.000401, -0.007239
1.00, 0.000299, -0.006759
1.00, 0.000398, -0.007180
1.00, 0.000297, -0.006703
1.00, 0.000296, -0.005786
1.00, 0.000196, -0.007092
1.00, 0.000098, -0.007504
1.00, 0.000097, -0.007474
1.00, 0.000097, -0.006568
1.00, 0.000193, -0.007850
1.00, 0.000000, -0.006950
